State,State_Code,Hospitalization_Type,Expected_Payer,Y2003_Q1,Y2003_Q2,Y2003_Q3,Y2003_Q4,Y2004_Q1,Y2004_Q2,Y2004_Q3,Y2004_Q4,Y2005_Q1,Y2005_Q2,Y2005_Q3,Y2005_Q4,Y2006_Q1,Y2006_Q2,Y2006_Q3,Y2006_Q4,Y2007_Q1,Y2007_Q2,Y2007_Q3,Y2007_Q4,Y2008_Q1,Y2008_Q2,Y2008_Q3,Y2008_Q4,Y2009_Q1,Y2009_Q2,Y2009_Q3,Y2009_Q4,Y2010_Q1,Y2010_Q2,Y2010_Q3,Y2010_Q4,Y2011_Q1,Y2011_Q2,Y2011_Q3,Y2011_Q4,Y2012_Q1,Y2012_Q2,Y2012_Q3,Y2012_Q4,Y2013_Q1,Y2013_Q2,Y2013_Q3,Y2013_Q4,Y2014_Q1,Y2014_Q2,Y2014_Q3,Y2014_Q4
Georgia,GA,Medical Cond-CHF,Medicaid,550,500,500,550,600,600,550,600,550,600,500,600,650,550,600,650,750,700,600,600,650,650,550,550,650,600,550,550,600,550,500,600,650,600,550,550,650,600,500,500,650,650,500,600,600,600,550,
Georgia,GA,Medical Cond-CHF,Medicare,4550,4350,3900,4400,4800,4150,3900,4350,5100,4650,3900,4500,5100,4350,3750,4500,4700,4150,3650,4200,4550,4000,3600,4350,4550,4050,3600,4250,4550,4050,3550,4000,4500,3900,3400,3850,4300,3700,3450,4050,4350,4000,3650,3850,4150,3900,3500,
Georgia,GA,Medical Cond-CHF,Private,750,750,700,750,800,750,650,750,800,700,700,750,850,750,650,800,850,750,700,750,750,700,600,650,700,600,550,600,700,600,500,600,550,500,450,500,500,450,450,500,550,500,450,550,550,550,450,
Georgia,GA,Medical Cond-CHF,Uninsured,300,300,250,300,350,250,300,400,450,400,350,450,450,350,300,400,300,300,250,300,350,300,400,450,500,500,400,450,500,450,400,400,450,400,300,400,400,450,350,400,450,500,400,450,550,500,450,
Georgia,GA,Medical Cond-Diabetes,Medicaid,500,500,500,500,500,500,550,550,550,600,550,550,550,500,500,500,550,500,550,550,600,550,550,500,500,500,550,550,550,550,550,600,650,650,700,600,650,700,650,650,700,650,650,600,650,650,650,
Georgia,GA,Medical Cond-Diabetes,Medicare,900,850,900,900,900,800,850,800,900,900,900,800,900,850,750,800,850,850,750,850,850,900,850,800,950,900,850,850,900,900,900,900,900,950,900,850,900,850,850,900,900,950,900,850,950,850,850,
Georgia,GA,Medical Cond-Diabetes,Private,900,800,850,800,850,850,900,850,850,850,800,900,900,900,900,800,1000,950,900,850,950,1000,850,850,800,800,850,750,850,750,850,800,800,750,750,700,750,750,700,700,850,700,750,750,800,750,800,
Georgia,GA,Medical Cond-Diabetes,Uninsured,550,450,500,450,500,550,550,600,550,550,600,600,600,550,600,650,500,550,550,500,600,550,700,750,800,800,850,800,850,850,900,850,850,850,900,850,900,950,950,900,950,900,900,900,1050,950,900,
Georgia,GA,Medical Condition (All),Medicaid,8200,8100,8200,8400,8900,8450,8550,8450,9000,8800,8700,8600,9200,8100,8300,8400,8950,8700,9050,8900,9600,9050,9100,9150,9400,9300,9350,9350,9500,9550,9650,10000,10550,10550,10450,10000,10750,10400,10200,10350,10650,10450,10400,9950,10350,10150,9850,
Georgia,GA,Medical Condition (All),Medicare,46650,44600,42800,46000,48100,42200,41550,44800,52350,46700,44450,45750,51850,45150,41550,46150,50450,45400,43250,45750,51950,46850,44350,48050,50500,47000,44700,47500,50950,48000,46100,49350,52800,48500,45700,47000,51600,47000,45750,50650,52550,47450,45400,46650,47950,46300,44050,
Georgia,GA,Medical Condition (All),Private,22700,22200,22600,21900,22350,21600,22500,22250,23400,22150,22650,21600,23350,22600,22000,22200,23400,22650,23050,22300,23250,22250,21350,20500,20850,20450,20300,19800,20350,19550,19150,18400,19300,18400,18150,17350,18850,17800,17300,17100,17700,16450,17000,16750,16650,16800,16800,
Georgia,GA,Medical Condition (All),Uninsured,6450,6550,6950,7100,6750,6750,7100,7400,8050,7950,8550,7900,8650,7700,7550,7950,6400,6400,6800,6600,8600,8250,10100,10250,10100,10050,10450,10150,10700,10800,11150,9750,10300,10400,10350,10050,10850,10900,11100,10700,11000,11550,11650,11250,19050,18100,18550,
Georgia,GA,Mental Health,Medicaid,1450,1500,1600,1500,1600,1750,1750,1600,1650,1750,1800,1700,1750,1750,1600,1550,1500,1500,1550,1500,1550,1600,1650,1400,1400,1450,1550,1450,1750,2000,2150,1950,1800,2000,2300,2050,2300,2300,2500,2250,2350,2450,2500,2250,2300,2350,2000,
Georgia,GA,Mental Health,Medicare,1650,1700,1700,1650,1700,1600,1650,1600,1650,1650,1700,1600,1650,1650,1550,1550,1600,1550,1650,1600,1750,1800,1800,1650,1600,1650,1600,1550,1600,1650,1650,1550,1650,1600,1650,1550,1700,1550,1650,1550,1650,1600,1700,1350,1450,1300,1350,
Georgia,GA,Mental Health,Private,1800,1800,1950,1950,2150,2200,2300,2100,2000,2100,2150,1700,1800,1750,1900,1750,1700,1850,1900,1700,1950,1900,1750,1550,1500,1600,1550,1450,1600,1650,1600,1550,1450,1250,1350,1200,1300,1450,1350,1250,1200,1200,1250,1100,1100,1100,1250,
Georgia,GA,Mental Health,Uninsured,700,750,850,700,650,700,750,700,800,900,1000,850,850,850,850,850,550,650,700,600,700,700,1050,950,900,950,900,900,1100,1100,1100,900,1150,1200,1150,1000,1100,1200,1150,1100,1050,1150,1350,1150,1450,1500,1650,
Georgia,GA,Surgical,Medicaid,2950,2950,2950,2850,2950,3050,2950,2800,2900,3000,2950,2750,2950,2800,2600,2450,2700,2650,2750,2550,2900,2900,2800,2550,2700,2850,2850,2750,2850,2900,3000,2850,2950,3100,2950,2700,3050,3100,3150,2900,3000,3150,3050,2750,2900,3000,2900,
Georgia,GA,Surgical,Medicare,16300,16450,16100,15350,16700,16100,16150,15850,17150,16950,17100,16500,17850,17500,16800,16850,18050,17100,17300,16800,18050,17400,17300,16400,17400,16700,16850,16650,17350,17050,17000,16700,17100,16750,16400,16300,17900,16750,16450,16600,17750,16850,17050,16650,16700,16350,16900,
Georgia,GA,Surgical,Private,19850,20950,20100,20350,20000,20150,20250,20750,19550,20700,19900,20100,19500,20200,19200,20700,19100,19350,19550,20200,18450,18850,18100,18750,16450,17400,16650,18050,15600,16000,16050,16750,14050,14700,14400,15350,14100,13900,13300,14700,12700,13500,13500,15150,12100,13300,13200,
Georgia,GA,Surgical,Uninsured,2150,2450,2500,2350,2300,2200,2450,2300,2500,2750,2900,2650,2700,2700,2650,2700,1950,2100,2200,2150,2250,3050,3400,3350,2800,3050,3150,3100,3300,3350,3200,2950,3150,3250,3200,3150,3350,3300,3400,3300,3350,3500,3550,3250,3100,3100,3250,
Hawaii,HI,All Adult Hospitalizations,Medicaid,3700,3800,3950,4000,4050,4200,4200,4050,4050,4100,4300,3950,3950,3900,3850,3650,3800,3700,3800,3750,3700,3800,4000,4000,4000,4300,4450,4400,4200,4250,4300,4350,4100,4200,4650,4600,4600,4550,4800,4600,4600,4800,4800,5000,4850,5100,5250,5050
Hawaii,HI,All Adult Hospitalizations,Medicare,8600,8500,8300,8550,8700,8150,7850,8100,9450,8900,8250,8450,9350,9000,8200,8350,9250,8700,8300,8450,9300,8600,8250,8550,9500,9300,8400,8600,9200,8700,8400,8450,7850,7650,7250,7300,8200,8050,7350,7450,8100,7600,7000,7050,7500,6600,6250,6550
Hawaii,HI,All Adult Hospitalizations,Private,8200,8400,8400,8050,8200,8600,8450,8450,8350,8350,8250,8150,8200,8250,8350,8200,8050,8250,8300,8200,8200,8150,8150,7900,7950,7900,7750,7500,7200,7500,7350,7300,7000,7100,7150,6900,7050,6850,6900,7000,6700,6800,6800,6600,6450,6750,6550,6600
Hawaii,HI,All Adult Hospitalizations,Uninsured,650,650,750,700,750,600,600,600,550,550,500,500,500,500,700,750,650,650,800,750,600,600,600,550,550,550,450,550,550,550,650,650,550,600,550,450,450,450,500,500,450,400,450,550,350,350,450,500
Hawaii,HI,Injury,Medicaid,150,150,200,200,150,200,200,200,150,200,200,200,200,150,150,100,150,100,150,100,100,150,150,150,150,150,150,150,150,150,200,150,150,150,200,200,200,150,200,200,200,200,200,250,200,200,200,200
Hawaii,HI,Injury,Medicare,500,500,450,500,550,500,450,500,550,550,550,550,650,550,500,550,650,550,550,600,650,550,500,600,700,550,550,550,600,550,550,650,550,550,550,600,600,600,500,450,600,500,500,500,550,450,400,450
Hawaii,HI,Injury,Private,400,450,400,400,400,450,450,450,450,450,500,450,450,450,450,400,350,400,450,400,400,400,400,350,350,350,350,300,350,350,350,350,300,350,350,350,400,300,350,300,300,300,350,350,300,250,300,300
Hawaii,HI,Injury,Uninsured,100,50,100,100,100,50,50,50,50,50,50,50,50,50,100,100,100,100,100,150,100,100,100,100,100,50,50,50,100,50,100,100,50,50,50,50,50,100,50,50,50,50,50,50,50,50,50,50
Hawaii,HI,Maternal,Medicaid,1200,1350,1350,1400,1450,1450,1450,1400,1350,1450,1600,1450,1400,1400,1500,1400,1400,1400,1500,1500,1450,1450,1550,1500,1500,1550,1600,1650,1500,1550,1700,1700,1550,1550,1700,1550,1550,1500,1650,1600,1600,1550,1550,1600,1500,1550,1550,1500
Hawaii,HI,Maternal,Medicare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hawaii,HI,Maternal,Private,2400,2450,2600,2500,2400,2450,2450,2500,2350,2400,2400,2450,2450,2400,2550,2500,2400,2500,2600,2500,2500,2550,2550,2500,2350,2400,2400,2300,2150,2250,2300,2300,2200,2150,2300,2200,2250,2200,2300,2300,2200,2250,2300,2300,2100,2350,2200,2250
Hawaii,HI,Maternal,Uninsured,100,100,150,100,100,100,100,100,100,100,50,50,50,50,100,100,100,100,100,100,100,100,100,100,100,50,50,50,100,50,100,100,50,50,100,100,50,50,100,50,50,50,50,100,50,50,100,100
Hawaii,HI,Medical Cond-Asthma,Medicaid,100,50,50,50,100,50,50,50,50,50,50,50,50,50,50,50,100,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,100,50,50,50,50,50,50,50
Hawaii,HI,Medical Cond-Asthma,Medicare,100,100,50,100,100,50,50,50,100,100,50,100,100,100,50,50,100,100,50,50,100,50,50,50,100,100,50,100,100,100,50,50,100,50,50,50,100,50,50,100,100,100,50,50,100,100,50,50
Hawaii,HI,Medical Cond-Asthma,Private,100,100,50,100,100,50,50,50,100,50,50,50,50,100,50,50,50,50,50,50,50,50,50,50,100,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
Hawaii,HI,Medical Cond-Asthma,Uninsured,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hawaii,HI,Medical Cond-CHF,Medicaid,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,50,100,50,50,100,100,100,100,100,100,100,100,100,150,100,100,100,150,150,100,100,100,150,150,150,150,150,150,150,150
Hawaii,HI,Medical Cond-CHF,Medicare,550,450,400,450,500,450,400,450,600,500,450,500,600,550,450,450,600,500,400,450,600,500,400,500,600,450,400,450,600,500,450,450,400,350,350,350,450,400,350,350,450,400,300,350,400,300,250,300
Hawaii,HI,Medical Cond-CHF,Private,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,50,100,100,50,50,100,50,50,50,50,100,50,100,50,50,100,100,100
Hawaii,HI,Medical Cond-CHF,Uninsured,,,,,,,,,,,,,,,,,,50,,,,,,,,,,,,,,50,,,,,,,,,,,,,,,,
Hawaii,HI,Medical Cond-Diabetes,Medicaid,50,50,100,50,50,100,100,50,100,100,50,50,50,50,50,50,50,100,100,100,50,100,50,100,50,100,100,100,100,100,100,100,100,100,100,100,100,100,150,100,100,150,100,100,100,100,150,150
Hawaii,HI,Medical Cond-Diabetes,Medicare,150,100,150,150,150,100,150,100,150,150,100,100,100,100,100,100,100,150,100,100,150,100,100,100,100,100,100,100,100,100,100,100,100,100,100,50,100,100,100,100,100,100,100,100,100,50,50,100
Hawaii,HI,Medical Cond-Diabetes,Private,100,100,100,100,50,100,50,50,100,100,50,100,50,50,100,50,100,100,50,100,100,50,50,50,50,50,50,50,50,50,100,50,100,50,50,50,50,100,50,50,50,100,100,100,100,50,50,50
Hawaii,HI,Medical Cond-Diabetes,Uninsured,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hawaii,HI,Medical Condition (All),Medicaid,1250,1250,1300,1250,1350,1400,1350,1350,1450,1300,1300,1350,1400,1350,1250,1250,1350,1300,1200,1200,1250,1150,1300,1350,1350,1500,1600,1550,1500,1500,1400,1450,1400,1450,1550,1700,1750,1750,1750,1700,1750,1900,1850,1850,1850,1950,2000,2000
Hawaii,HI,Medical Condition (All),Medicare,5950,5650,5500,5800,6050,5550,5200,5400,6550,5950,5300,5600,6350,6050,5350,5500,6350,5850,5450,5600,6300,5700,5450,5650,6450,6350,5550,5800,6350,5900,5600,5700,5400,5100,4700,4950,5600,5550,4950,5250,5750,5200,4700,4800,5200,4500,4250,4450
Hawaii,HI,Medical Condition (All),Private,2750,2700,2700,2600,2850,2950,2800,2850,2900,2700,2650,2600,2650,2800,2600,2550,2700,2750,2550,2600,2650,2450,2500,2450,2600,2500,2550,2350,2350,2450,2300,2400,2300,2300,2200,2150,2250,2250,2200,2300,2200,2150,2200,2000,2100,2050,2100,2100
Hawaii,HI,Medical Condition (All),Uninsured,300,250,300,350,300,250,250,250,250,200,200,250,200,250,250,350,300,250,300,350,250,250,250,250,200,250,200,250,250,250,300,300,250,250,250,200,150,200,250,250,200,200,200,200,100,100,150,200
Hawaii,HI,Mental Health,Medicaid,600,550,600,550,550,600,600,500,550,600,550,500,400,400,400,350,400,350,400,400,400,450,450,400,400,450,400,400,450,400,450,450,450,500,550,550,500,450,500,500,450,500,550,600,600,650,700,600
Hawaii,HI,Mental Health,Medicare,100,100,100,100,100,100,100,100,150,150,100,150,150,100,100,100,150,150,150,150,100,100,100,100,150,100,150,150,100,100,100,100,100,100,100,100,100,100,100,100,50,100,50,100,100,100,100,100
Hawaii,HI,Mental Health,Private,300,300,300,250,250,350,250,250,250,300,300,250,250,300,250,250,200,250,250,250,300,250,300,300,250,300,200,200,250,300,300,250,300,300,250,250,200,250,250,250,200,200,250,300,350,350,300,300
Hawaii,HI,Mental Health,Uninsured,50,50,50,100,100,50,50,50,100,100,50,50,50,50,100,100,100,100,100,100,100,100,100,100,100,100,50,50,50,50,100,100,100,100,100,50,50,50,50,50,50,50,50,100,50,50,50,50
Hawaii,HI,Surgical,Medicaid,500,500,500,500,550,600,650,600,550,550,600,550,550,600,550,500,500,550,550,500,500,550,550,550,550,650,650,650,600,650,600,550,550,550,650,600,700,700,650,650,650,700,600,700,650,750,800,700
Hawaii,HI,Surgical,Medicare,2050,2250,2250,2100,2000,1950,2050,2100,2150,2300,2250,2150,2200,2300,2250,2150,2150,2200,2150,2100,2200,2200,2200,2150,2200,2300,2150,2150,2100,2150,2100,2000,1750,1850,1850,1700,1850,1800,1800,1700,1650,1800,1700,1650,1700,1550,1500,1550
Hawaii,HI,Surgical,Private,2300,2500,2350,2300,2300,2400,2450,2400,2400,2450,2450,2400,2400,2350,2500,2500,2350,2400,2450,2500,2350,2500,2450,2350,2400,2400,2250,2300,2150,2150,2050,2000,1850,2000,2050,1950,1950,1850,1850,1900,1750,1850,1750,1700,1600,1750,1600,1650
Hawaii,HI,Surgical,Uninsured,100,150,150,100,100,100,150,150,50,100,50,100,100,100,100,100,100,100,150,100,100,100,100,100,50,100,100,100,100,100,100,100,50,100,100,50,100,50,50,50,100,50,100,50,50,50,50,50
Illinois,IL,All Adult Hospitalizations,Medicaid,46350,46450,49600,49100,49050,49650,51250,50550,51850,53100,53700,53000,53250,53000,55300,52700,53650,53600,55400,52300,54500,55650,56800,54050,52100,55350,57500,54000,53100,54100,56900,53300,55150,55050,55950,50700,53450,52250,48850,47150,47000,46800,47100,43650,,,,
Illinois,IL,All Adult Hospitalizations,Medicare,125750,124750,123550,130900,130450,127450,125650,127100,139300,130850,125200,125300,133050,127350,122450,123200,128050,124150,119650,122800,134150,130750,122650,124850,121950,123500,117900,117550,121150,119950,119900,123600,126250,124250,120500,120550,125950,120050,116150,119850,124050,117150,113750,111800,,,,
Illinois,IL,All Adult Hospitalizations,Private,107200,107700,107650,107450,104550,105250,105250,103900,104100,105850,104900,100750,101300,101800,101200,100500,100300,102150,102200,101100,102750,102650,101000,97900,94800,94650,91950,89500,87750,88950,90100,87750,86200,87050,88350,86350,88150,88100,86500,85150,80350,82500,81850,80750,,,,
Illinois,IL,All Adult Hospitalizations,Uninsured,13700,14950,15850,14800,15300,16350,16450,15950,15850,16550,17400,16600,16550,17300,18500,18000,18350,18650,19500,17750,18700,19450,20150,21050,18600,19300,20100,19200,18800,19900,20600,18800,18700,19000,20200,19000,19900,20400,20850,20700,20800,20550,21400,19400,,,,
Illinois,IL,Injury,Medicaid,850,1000,1100,950,1050,1100,1250,1150,1100,1250,1350,1150,1100,1250,1350,1150,1150,1150,1200,1100,1100,1250,1200,1250,1100,1250,1300,1000,1000,1150,1300,1100,1150,1250,1350,1050,1050,1100,1200,1050,950,1000,1000,900,,,,
Illinois,IL,Injury,Medicare,6000,6150,6350,6450,6150,6050,6250,6500,6300,6450,6500,6800,6200,6400,6550,6400,6600,6400,6350,6850,6600,6400,6400,7100,6350,6400,6150,6150,6000,5950,6300,6900,6350,6150,6450,6350,6200,6250,6250,6550,6300,6050,6100,6450,,,,
Illinois,IL,Injury,Private,3850,4050,4450,4100,3900,4200,4750,4050,3900,4250,4600,4350,3650,4350,4650,4100,4000,4300,4650,4350,4150,3950,4250,4100,3300,3450,3850,3050,2850,3250,3800,3550,3150,3300,3750,3200,3100,3400,3450,2800,2800,2950,3250,2700,,,,
Illinois,IL,Injury,Uninsured,1350,1550,1900,1450,1450,1850,1950,1650,1450,1800,2200,1700,1400,1900,2050,1700,1650,1850,2000,1650,1650,1800,1900,1750,1500,1850,1950,1550,1400,1800,1950,1600,1400,1700,1950,1600,1450,1750,1750,1650,1450,1650,1800,1450,,,,
Illinois,IL,Maternal,Medicaid,16850,16450,18500,17700,17400,17450,18100,18200,17900,18500,19500,19100,18650,18850,20650,19450,18900,19250,20800,19250,19750,19450,20950,19150,18200,19150,20300,18450,18050,17650,19550,18350,17950,17650,19400,17400,17700,17200,18650,17500,16800,16750,17950,16450,,,,
Illinois,IL,Maternal,Medicare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Illinois,IL,Maternal,Private,25250,27100,27900,25400,24450,26300,26100,24400,23550,26050,26150,23550,22800,24600,24850,22700,22550,24400,25100,23350,22700,24350,24700,21950,21350,22850,22700,19950,19400,21500,21800,20050,19100,21200,22500,19850,19700,21650,22250,20700,19550,21400,22350,20800,,,,
Illinois,IL,Maternal,Uninsured,1050,1050,1100,1150,950,850,750,800,750,700,750,750,650,700,900,850,800,750,750,500,400,500,550,900,600,400,500,450,400,450,450,450,400,400,500,450,500,500,550,650,650,650,850,1000,,,,
Illinois,IL,Medical Cond-Asthma,Medicaid,800,800,750,1050,750,750,650,800,1000,700,650,800,900,750,800,750,850,700,650,800,1000,800,700,900,900,950,850,1000,800,800,800,900,1050,850,750,750,900,750,650,850,800,800,600,750,,,,
Illinois,IL,Medical Cond-Asthma,Medicare,900,850,650,1050,1100,900,700,750,1500,1000,650,750,1250,850,700,850,1000,800,650,800,1300,1050,750,850,1050,950,700,850,1050,850,750,800,1150,1000,700,800,1100,850,700,900,1050,950,700,750,,,,
Illinois,IL,Medical Cond-Asthma,Private,1200,1150,850,1400,1100,950,800,1050,1450,950,750,950,1100,850,900,950,1150,800,750,900,1300,900,700,900,1000,850,700,1050,850,750,650,750,950,700,550,700,850,650,650,850,750,700,500,650,,,,
Illinois,IL,Medical Cond-Asthma,Uninsured,400,400,350,500,400,400,350,400,450,350,350,450,400,350,400,400,450,350,350,450,600,550,450,600,500,500,500,550,450,450,450,500,500,450,400,450,500,450,500,600,500,500,400,400,,,,
Illinois,IL,Medical Cond-CHF,Medicaid,900,850,850,900,900,850,850,850,900,850,800,950,1000,850,850,900,900,850,800,850,900,850,800,850,850,850,800,800,750,800,800,800,850,750,700,700,700,750,600,650,700,650,600,650,,,,
Illinois,IL,Medical Cond-CHF,Medicare,8900,8750,7800,8600,8900,8800,8050,8450,9400,8550,7550,8300,9000,8150,7250,8000,8450,7650,6700,7100,7850,7400,6700,7300,7250,7250,6450,6950,7200,6550,6300,6700,7450,6850,5900,6450,6800,6300,5600,6350,6700,6150,5650,6150,,,,
Illinois,IL,Medical Cond-CHF,Private,1050,1050,850,1050,1050,1000,1000,1050,1050,1000,900,1050,1150,950,800,1000,1000,850,800,950,1000,900,850,900,950,800,800,850,850,750,700,750,750,700,650,700,800,700,650,650,700,600,650,700,,,,
Illinois,IL,Medical Cond-CHF,Uninsured,300,300,250,300,350,350,300,350,350,350,300,400,400,400,300,400,450,400,350,400,400,400,400,400,400,400,350,400,400,300,350,350,350,300,300,400,300,300,300,400,350,350,350,400,,,,
Illinois,IL,Medical Cond-Diabetes,Medicaid,800,700,800,700,750,800,800,800,800,850,850,900,850,800,900,850,950,1000,850,850,900,1000,1000,950,900,950,1000,950,1000,900,900,950,950,900,950,900,1000,900,850,850,900,900,850,900,,,,
Illinois,IL,Medical Cond-Diabetes,Medicare,1650,1600,1600,1650,1650,1650,1550,1600,1650,1650,1550,1550,1650,1650,1500,1500,1600,1600,1600,1600,1700,1700,1550,1550,1550,1500,1550,1300,1500,1500,1450,1450,1600,1450,1450,1500,1500,1450,1350,1350,1350,1350,1350,1300,,,,
Illinois,IL,Medical Cond-Diabetes,Private,1300,1250,1150,1250,1250,1150,1200,1200,1350,1250,1200,1200,1250,1250,1200,1200,1300,1200,1250,1250,1300,1250,1150,1250,1250,1150,1100,1100,1150,1050,1100,1150,1100,1150,1050,1100,1200,1100,1100,1050,1050,1000,1050,1000,,,,
Illinois,IL,Medical Cond-Diabetes,Uninsured,400,450,450,400,500,500,500,550,500,550,500,550,500,500,550,600,650,650,650,650,700,700,650,700,650,650,650,700,700,700,750,700,650,650,700,650,750,750,750,700,800,750,750,750,,,,
Illinois,IL,Medical Condition (All),Medicaid,14350,14400,14900,15550,15400,15550,16050,16050,16800,16450,16650,16450,17450,16550,16950,16600,17300,16700,17000,16400,18100,18250,17900,17850,17450,18150,18350,17600,17450,17950,18300,17450,18800,18250,17550,16550,17800,17100,16050,16250,16500,16500,15400,14650,,,,
Illinois,IL,Medical Condition (All),Medicare,88600,87100,85200,92150,92200,88450,86400,88150,100950,91100,86400,87100,95150,89100,84650,86450,91050,86900,83000,85850,97250,92200,85450,87550,86900,86750,81850,82100,86100,84000,83750,86500,90800,88450,84500,85100,90350,83800,81300,85000,89100,82150,78500,76750,,,,
Illinois,IL,Medical Condition (All),Private,42000,40300,40650,41950,41300,39900,40500,40650,42850,40900,40650,38950,41050,38900,39300,39250,40000,39150,38950,38650,41900,39650,38800,37250,37550,35650,34650,34900,35150,33950,34550,32600,33850,32650,32600,32200,34300,32250,32250,31100,30100,29750,29250,28200,,,,
Illinois,IL,Medical Condition (All),Uninsured,7400,8050,8250,8100,8600,8950,9000,8900,9250,9250,9600,9350,9600,9700,10250,10250,10600,10500,10900,10300,11200,11350,11500,11600,10750,11150,11100,11200,11100,11250,11550,10650,10750,10600,10950,10450,11200,11250,11450,11550,11550,11300,11650,10450,,,,
Illinois,IL,Mental Health,Medicaid,10400,10800,11350,11000,10850,11200,11450,11000,11650,12350,11600,11950,11450,11650,11700,11150,11650,11750,11700,11150,10800,11550,11950,10800,10350,11600,12350,12100,11350,12000,12450,11450,11750,12450,12300,10650,11300,11450,7900,7550,7950,7700,7950,7150,,,,
Illinois,IL,Mental Health,Medicare,2650,2600,2850,2850,2700,2750,2750,2700,2700,2800,2750,2700,2650,2800,2750,2550,2750,2850,2800,2800,2800,3000,2850,2700,2500,2700,2750,2700,2650,2650,2800,2800,2700,2700,2700,2550,2750,2700,2650,2500,2450,2550,2600,2500,,,,
Illinois,IL,Mental Health,Private,5650,5600,5600,5700,5350,5300,5550,5250,5150,5450,5350,5100,5200,5150,5250,5250,5500,5600,5800,5600,5800,5600,5600,5200,5700,5400,5050,4500,4600,4600,4850,4600,5050,4950,5350,5300,5950,5900,5500,5300,5100,5350,5150,5150,,,,
Illinois,IL,Mental Health,Uninsured,1850,2050,2150,1900,1800,2000,2150,2050,1900,2050,2150,2200,2250,2350,2550,2500,2450,2650,2750,2600,2850,3000,3300,3950,3050,3050,3500,3150,3100,3500,3500,3250,3250,3350,3650,3450,3700,3850,3800,3550,3700,3500,3700,3200,,,,
Illinois,IL,Surgical,Medicaid,3900,3850,3750,3900,4300,4350,4350,4200,4350,4550,4600,4350,4650,4650,4650,4350,4700,4750,4700,4350,4800,5150,4850,5000,5000,5200,5150,4850,5300,5350,5250,5000,5500,5450,5350,5100,5550,5450,5050,4800,4850,4850,4750,4450,,,,
Illinois,IL,Surgical,Medicare,28500,28900,29150,29450,29400,30200,30200,29750,29350,30450,29550,28700,29050,29050,28500,27800,27700,28000,27500,27300,27500,29150,28000,27500,26150,27650,27100,26550,26400,27350,27050,27400,26400,26950,26800,26600,26650,27300,25950,25850,26200,26450,26500,26100,,,,
Illinois,IL,Surgical,Private,30450,30600,29100,30300,29550,29550,28350,29550,28650,29200,28200,28800,28550,28800,27150,29150,28200,28650,27700,29150,28200,29050,27650,29400,26900,27300,25700,27050,25750,25650,25050,26950,25000,24950,24150,25850,25050,24900,23050,25250,22750,23100,21850,23900,,,,
Illinois,IL,Surgical,Uninsured,2050,2200,2400,2150,2500,2650,2600,2600,2550,2750,2700,2600,2650,2650,2800,2700,2850,2900,3050,2700,2650,2800,2850,2850,2700,2800,3000,2800,2800,2950,3150,2800,2900,2900,3150,3050,3050,3050,3250,3350,3450,3400,3350,3250,,,,
Indiana,IN,All Adult Hospitalizations,Medicaid,14850,15450,16550,16250,16550,16550,17200,16900,17700,17100,17700,16850,17000,16900,17600,16850,16950,16450,17000,16950,18200,17150,16700,16100,17000,17450,18050,17600,18000,18650,19700,19000,18950,19100,19500,19050,19200,19050,19900,19700,19450,20100,20550,19550,20250,20150,20500,
Indiana,IN,All Adult Hospitalizations,Medicare,61200,62100,60900,65050,64750,62750,62350,62650,70400,66850,63050,63500,63700,61900,59650,62300,62350,60350,56250,58800,66450,62550,58800,59950,61200,61450,59600,60300,61400,61700,60800,61600,62850,63150,60800,65450,67050,64950,62850,65800,66700,63300,61100,59950,60000,60700,58700,
Indiana,IN,All Adult Hospitalizations,Private,49000,48950,48600,48050,48200,47950,48950,48450,49450,49350,49250,48100,48150,48700,48800,47450,46650,47250,52050,52350,47200,47900,46950,47250,43950,44050,44900,44750,42550,43450,43250,43250,41700,42500,43050,38000,36600,36900,36450,36700,38650,39250,39250,38700,36400,37350,38300,
Indiana,IN,All Adult Hospitalizations,Uninsured,6350,6750,6850,6850,7500,7850,8250,7000,5650,5800,6150,5500,5500,5600,5850,5400,5750,5650,5350,4350,10150,9700,10900,9950,8500,9200,9450,8800,8250,9300,9650,9300,9300,9650,10200,8900,9300,10100,10400,9200,9050,9250,9500,8850,8150,8100,8100,
Indiana,IN,Injury,Medicaid,350,350,400,350,400,400,450,450,400,450,450,450,350,400,350,300,350,400,500,450,400,400,450,450,450,500,500,500,500,550,600,500,550,550,600,450,450,450,450,450,450,550,500,450,500,550,550,
